person_id,date,attendance_binary,is_exam_period,month,day_of_week,workload_indicator,rolling_avg_7d,rolling_avg_30d,prev_7d_attendance,prev_30d_attendance,consecutive_absences,z_score_deviation,attendance_trend,attendance_variance_14d,short_long_avg_gap
PAK-02,2025-02-17,1,0,2,0,4.9,0.5714285714285714,0.8333333333333334,4.0,25.0,0.0,-0.6281964691214841,-0.03956,0.21978021978021975,0.261904761904762
PAK-02,2025-02-18,1,0,2,1,5.1,0.5714285714285714,0.8333333333333334,4.0,25.0,0.0,-0.6281964691214841,-0.021978,0.21978021978021975,0.261904761904762
PAK-02,2025-02-19,1,0,2,2,5.4,0.5714285714285714,0.8333333333333334,4.0,25.0,0.0,-0.6281964691214841,-0.004396,0.21978021978021975,0.261904761904762
PAK-02,2025-02-20,1,0,2,3,4.5,0.7142857142857143,0.8333333333333334,5.0,25.0,0.0,-0.26047170670890796,0.013187,0.21978021978021975,0.11904761904761907
PAK-02,2025-02-21,1,0,2,4,5.0,0.7142857142857143,0.8333333333333334,5.0,25.0,0.0,-0.26047170670890796,-0.002198,0.18131868131868129,0.11904761904761907
PAK-02,2025-02-24,1,0,2,0,5.7,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,0.10725305570366792,0.010989,0.18131868131868129,-0.023809523809523725
PAK-02,2025-02-25,1,0,2,1,6.4,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,0.024176,0.18131868131868129,-0.16666666666666663
PAK-02,2025-02-26,0,0,2,2,6.0,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,0.037363,0.18131868131868129,-0.16666666666666663
PAK-02,2025-02-27,1,0,2,3,6.0,0.8571428571428571,0.8,6.0,24.0,1.0,0.10725305570366792,0.021978,0.21978021978021975,-0.05714285714285705
PAK-02,2025-02-28,0,0,2,4,5.9,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.03956,0.21978021978021975,-0.05714285714285705
PAK-02,2025-03-03,1,0,3,0,7.1,0.7142857142857143,0.7666666666666667,5.0,23.0,1.0,-0.26047170670890796,-0.004396,0.21978021978021975,0.05238095238095242
PAK-02,2025-03-04,1,0,3,1,6.6,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,0.013187,0.21978021978021975,0.05238095238095242
PAK-02,2025-03-05,1,0,3,2,6.4,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,-0.002198,0.18131868131868129,0.05238095238095242
PAK-02,2025-03-06,1,0,3,3,7.5,0.7142857142857143,0.8,5.0,24.0,0.0,-0.26047170670890796,-0.021978,0.13186813186813184,0.08571428571428574
PAK-02,2025-03-07,0,0,3,4,7.0,0.7142857142857143,0.8,5.0,24.0,0.0,-0.26047170670890796,-0.013187,0.13186813186813184,0.08571428571428574
PAK-02,2025-03-10,1,1,3,0,9.2,0.7142857142857143,0.7666666666666667,5.0,23.0,1.0,-0.26047170670890796,-0.032967,0.18131868131868129,0.05238095238095242
PAK-02,2025-03-11,1,1,3,1,9.3,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,-0.01978,0.18131868131868129,0.05238095238095242
PAK-02,2025-03-12,1,1,3,2,8.7,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,-0.006593,0.18131868131868129,-0.09047619047619038
PAK-02,2025-03-13,1,1,3,3,8.8,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,0.006593,0.18131868131868129,-0.09047619047619038
PAK-02,2025-03-14,1,1,3,4,9.4,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,0.01978,0.18131868131868129,-0.09047619047619038
PAK-02,2025-03-17,1,1,3,0,9.1,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.032967,0.18131868131868129,-0.05714285714285705
PAK-02,2025-03-18,0,1,3,1,9.1,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.046154,0.18131868131868129,-0.05714285714285705
PAK-02,2025-03-19,1,1,3,2,8.8,0.8571428571428571,0.7666666666666667,6.0,23.0,1.0,0.10725305570366792,-0.002198,0.18131868131868129,-0.09047619047619038
PAK-02,2025-03-20,1,1,3,3,9.1,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,0.010989,0.18131868131868129,-0.09047619047619038
PAK-02,2025-03-21,1,1,3,4,8.9,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,-0.008791,0.13186813186813184,-0.09047619047619038
PAK-02,2025-03-24,1,0,3,0,4.0,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,-0.0,0.13186813186813184,-0.09047619047619038
PAK-02,2025-03-25,0,0,3,1,4.1,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.008791,0.13186813186813184,-0.05714285714285705
PAK-02,2025-03-26,0,0,3,2,4.3,0.7142857142857143,0.7666666666666667,5.0,23.0,1.0,-0.26047170670890796,-0.010989,0.18131868131868129,0.05238095238095242
PAK-02,2025-03-27,1,0,3,3,3.7,0.5714285714285714,0.7666666666666667,4.0,23.0,2.0,-0.6281964691214841,-0.026374,0.21978021978021975,0.19523809523809532
PAK-02,2025-03-28,1,0,3,4,4.2,0.7142857142857143,0.8,5.0,24.0,0.0,-0.26047170670890796,-0.041758,0.18131868131868129,0.08571428571428574
PAK-02,2025-03-31,1,0,3,0,4.0,0.7142857142857143,0.8,5.0,24.0,0.0,-0.26047170670890796,-0.028571,0.18131868131868129,0.08571428571428574
PAK-02,2025-04-01,1,0,4,1,3.2,0.7142857142857143,0.8,5.0,24.0,0.0,-0.26047170670890796,-0.015385,0.18131868131868129,0.08571428571428574
PAK-02,2025-04-02,0,0,4,2,3.8,0.7142857142857143,0.8,5.0,24.0,0.0,-0.26047170670890796,-0.002198,0.18131868131868129,0.08571428571428574
PAK-02,2025-04-03,1,0,4,3,4.0,0.5714285714285714,0.7666666666666667,4.0,23.0,1.0,-0.6281964691214841,-0.017582,0.21978021978021975,0.19523809523809532
PAK-02,2025-04-04,1,0,4,4,4.1,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,-0.0,0.21978021978021975,0.05238095238095242
PAK-02,2025-04-07,1,0,4,0,4.1,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,0.017582,0.21978021978021975,-0.09047619047619038
PAK-02,2025-04-08,0,0,4,1,4.3,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,0.002198,0.18131868131868129,-0.09047619047619038
PAK-02,2025-04-09,1,0,4,2,4.4,0.7142857142857143,0.7333333333333333,5.0,22.0,1.0,-0.26047170670890796,-0.013187,0.21978021978021975,0.01904761904761898
PAK-02,2025-04-10,1,0,4,3,3.7,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,0.004396,0.21978021978021975,0.05238095238095242
PAK-02,2025-04-11,0,0,4,4,3.8,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,0.021978,0.21978021978021975,0.05238095238095242
PAK-02,2025-04-14,1,0,4,0,3.9,0.7142857142857143,0.7666666666666667,5.0,23.0,1.0,-0.26047170670890796,0.010989,0.2472527472527472,0.05238095238095242
PAK-02,2025-04-15,1,0,4,1,3.9,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,-0.0,0.21978021978021975,0.05238095238095242
PAK-02,2025-04-16,0,0,4,2,4.1,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,-0.015385,0.18131868131868129,0.05238095238095242
PAK-02,2025-04-17,0,0,4,3,3.9,0.5714285714285714,0.7333333333333333,4.0,22.0,1.0,-0.6281964691214841,-0.030769,0.21978021978021978,0.16190476190476188
PAK-02,2025-04-18,1,0,4,4,3.9,0.5714285714285714,0.7,4.0,21.0,2.0,-0.6281964691214841,-0.041758,0.24725274725274726,0.12857142857142856
PAK-02,2025-04-21,1,0,4,0,4.1,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,-0.01978,0.24725274725274726,0.16190476190476188
PAK-02,2025-04-22,1,0,4,1,3.7,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,0.002198,0.24725274725274726,0.16190476190476188
PAK-02,2025-04-23,1,0,4,2,4.1,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,-0.008791,0.21978021978021978,0.01904761904761898
PAK-02,2025-04-24,1,0,4,3,4.3,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.008791,0.21978021978021978,0.01904761904761898
PAK-02,2025-04-25,1,0,4,4,4.1,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.026374,0.21978021978021978,0.01904761904761898
PAK-02,2025-04-28,1,0,4,0,4.1,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,0.043956,0.21978021978021978,-0.12380952380952381
PAK-02,2025-04-29,1,0,4,1,4.3,1.0,0.7333333333333333,7.0,22.0,0.0,0.47497781811624407,0.028571,0.18131868131868129,-0.2666666666666667
PAK-02,2025-04-30,1,0,4,2,4.1,1.0,0.7666666666666667,7.0,23.0,0.0,0.47497781811624407,0.041758,0.18131868131868129,-0.23333333333333328
PAK-02,2025-05-01,1,0,5,3,5.1,1.0,0.7666666666666667,7.0,23.0,0.0,0.47497781811624407,0.054945,0.18131868131868129,-0.23333333333333328
PAK-02,2025-05-02,1,0,5,4,4.5,1.0,0.7666666666666667,7.0,23.0,0.0,0.47497781811624407,0.035165,0.13186813186813182,-0.23333333333333328
PAK-02,2025-05-05,1,0,5,0,5.0,1.0,0.7666666666666667,7.0,23.0,0.0,0.47497781811624407,0.043956,0.13186813186813182,-0.23333333333333328
PAK-02,2025-05-06,1,0,5,1,4.8,1.0,0.7666666666666667,7.0,23.0,0.0,0.47497781811624407,0.052747,0.13186813186813182,-0.23333333333333328
PAK-02,2025-05-07,1,0,5,2,5.3,1.0,0.8,7.0,24.0,0.0,0.47497781811624407,0.028571,0.07142857142857137,-0.19999999999999996
PAK-02,2025-05-08,0,0,5,3,5.5,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,-0.0,0.0,-0.16666666666666663
PAK-02,2025-05-09,1,0,5,4,4.8,0.8571428571428571,0.8,6.0,24.0,1.0,0.10725305570366792,-0.028571,0.07142857142857137,-0.05714285714285705
PAK-02,2025-05-12,1,0,5,0,6.1,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,-0.024176,0.07142857142857137,-0.05714285714285705
PAK-02,2025-05-13,1,0,5,1,5.8,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,-0.01978,0.07142857142857137,-0.05714285714285705
PAK-02,2025-05-14,1,0,5,2,5.7,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,-0.015385,0.07142857142857137,-0.05714285714285705
PAK-02,2025-05-15,1,0,5,3,5.6,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,0.10725305570366792,-0.010989,0.07142857142857137,-0.023809523809523725
PAK-02,2025-05-16,1,0,5,4,5.9,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,0.10725305570366792,-0.006593,0.07142857142857137,-0.023809523809523725
PAK-02,2025-05-19,1,0,5,0,6.9,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,0.10725305570366792,-0.002198,0.07142857142857137,-0.023809523809523725
PAK-02,2025-05-20,1,0,5,1,6.8,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,0.002198,0.07142857142857137,-0.16666666666666663
PAK-02,2025-05-21,1,0,5,2,7.3,1.0,0.8666666666666667,7.0,26.0,0.0,0.47497781811624407,0.006593,0.07142857142857137,-0.1333333333333333
PAK-02,2025-05-22,1,0,5,3,6.9,1.0,0.8666666666666667,7.0,26.0,0.0,0.47497781811624407,0.010989,0.07142857142857137,-0.1333333333333333
PAK-02,2025-05-23,1,0,5,4,6.7,1.0,0.8666666666666667,7.0,26.0,0.0,0.47497781811624407,0.015385,0.07142857142857137,-0.1333333333333333
PAK-02,2025-05-26,1,0,5,0,8.2,1.0,0.9,7.0,27.0,0.0,0.47497781811624407,0.01978,0.07142857142857137,-0.09999999999999998
PAK-02,2025-05-27,1,0,5,1,8.3,1.0,0.9,7.0,27.0,0.0,0.47497781811624407,0.024176,0.07142857142857137,-0.09999999999999998
PAK-02,2025-05-28,0,0,5,2,7.8,1.0,0.9,7.0,27.0,0.0,0.47497781811624407,0.028571,0.07142857142857137,-0.09999999999999998
PAK-02,2025-05-29,1,0,5,3,7.9,0.8571428571428571,0.9,6.0,27.0,1.0,0.10725305570366792,-0.028571,0.07142857142857137,0.04285714285714293
PAK-02,2025-05-30,1,0,5,4,8.1,0.8571428571428571,0.9333333333333333,6.0,28.0,0.0,0.10725305570366792,-0.024176,0.07142857142857137,0.07619047619047625
PAK-02,2025-06-02,1,1,6,0,8.8,0.8571428571428571,0.9333333333333333,6.0,28.0,0.0,0.10725305570366792,-0.01978,0.07142857142857137,0.07619047619047625
PAK-02,2025-06-03,0,1,6,1,9.5,0.8571428571428571,0.9333333333333333,6.0,28.0,0.0,0.10725305570366792,-0.015385,0.07142857142857137,0.07619047619047625
PAK-02,2025-06-04,0,1,6,2,9.5,0.7142857142857143,0.9,5.0,27.0,1.0,-0.26047170670890796,-0.03956,0.13186813186813182,0.18571428571428572
PAK-02,2025-06-05,0,1,6,3,8.6,0.5714285714285714,0.8666666666666667,4.0,26.0,2.0,-0.6281964691214841,-0.059341,0.18131868131868129,0.2952380952380953
PAK-02,2025-06-06,1,1,6,4,9.2,0.42857142857142855,0.8333333333333334,3.0,25.0,3.0,-0.9959212315340601,-0.074725,0.21978021978021978,0.4047619047619048
PAK-02,2025-06-09,1,1,6,0,9.5,0.5714285714285714,0.8333333333333334,4.0,25.0,0.0,-0.6281964691214841,-0.057143,0.21978021978021978,0.261904761904762
PAK-02,2025-06-10,1,1,6,1,9.5,0.5714285714285714,0.8333333333333334,4.0,25.0,0.0,-0.6281964691214841,-0.03956,0.21978021978021978,0.261904761904762
PAK-02,2025-06-11,1,1,6,2,8.9,0.5714285714285714,0.8333333333333334,4.0,25.0,0.0,-0.6281964691214841,-0.021978,0.21978021978021978,0.261904761904762
PAK-02,2025-06-12,1,1,6,3,8.9,0.5714285714285714,0.8333333333333334,4.0,25.0,0.0,-0.6281964691214841,-0.004396,0.21978021978021978,0.261904761904762
PAK-02,2025-06-13,0,1,6,4,9.2,0.7142857142857143,0.8333333333333334,5.0,25.0,0.0,-0.26047170670890796,0.013187,0.21978021978021978,0.11904761904761907
PAK-02,2025-06-16,1,0,6,0,3.8,0.7142857142857143,0.8,5.0,24.0,1.0,-0.26047170670890796,0.002198,0.24725274725274726,0.08571428571428574
PAK-02,2025-06-17,1,0,6,1,3.9,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.024176,0.24725274725274726,-0.05714285714285705
PAK-02,2025-06-18,1,0,6,2,4.2,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.013187,0.21978021978021978,-0.05714285714285705
PAK-02,2025-06-19,1,0,6,3,3.6,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.030769,0.21978021978021978,-0.05714285714285705
PAK-02,2025-06-20,1,0,6,4,3.8,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,0.10725305570366792,0.048352,0.21978021978021978,-0.023809523809523725
PAK-02,2025-06-23,1,0,6,0,4.0,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,0.10725305570366792,0.065934,0.21978021978021978,-0.023809523809523725
PAK-02,2025-06-24,1,0,6,1,4.3,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,0.10725305570366792,0.050549,0.18131868131868129,-0.023809523809523725
PAK-02,2025-06-25,1,0,6,2,4.1,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,0.030769,0.13186813186813182,-0.16666666666666663
PAK-02,2025-06-26,1,0,6,3,4.4,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,0.006593,0.07142857142857137,-0.16666666666666663
PAK-02,2025-06-27,1,0,6,4,3.7,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,0.010989,0.07142857142857137,-0.16666666666666663
PAK-02,2025-06-30,0,0,6,0,3.9,1.0,0.8333333333333334,7.0,25.0,0.0,0.47497781811624407,0.015385,0.07142857142857137,-0.16666666666666663
PAK-02,2025-07-01,1,0,7,1,4.4,0.8571428571428571,0.8,6.0,24.0,1.0,0.10725305570366792,-0.008791,0.13186813186813182,-0.05714285714285705
PAK-02,2025-07-02,1,0,7,2,4.3,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,-0.0,0.13186813186813182,-0.05714285714285705
PAK-02,2025-07-03,0,0,7,3,4.4,0.8571428571428571,0.8,6.0,24.0,0.0,0.10725305570366792,0.008791,0.13186813186813182,-0.05714285714285705
PAK-02,2025-07-04,1,0,7,4,3.9,0.7142857142857143,0.7666666666666667,5.0,23.0,1.0,-0.26047170670890796,-0.043956,0.13186813186813182,0.05238095238095242
PAK-02,2025-07-07,0,0,7,0,4.1,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,-0.035165,0.13186813186813182,0.05238095238095242
PAK-02,2025-07-08,1,0,7,1,4.2,0.5714285714285714,0.7333333333333333,4.0,22.0,1.0,-0.6281964691214841,-0.054945,0.18131868131868129,0.16190476190476188
PAK-02,2025-07-09,0,0,7,2,4.8,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,-0.041758,0.18131868131868129,0.16190476190476188
PAK-02,2025-07-10,1,0,7,3,3.7,0.5714285714285714,0.7333333333333333,4.0,22.0,1.0,-0.6281964691214841,-0.057143,0.21978021978021978,0.16190476190476188
PAK-02,2025-07-11,0,0,7,4,4.0,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,-0.03956,0.21978021978021978,0.16190476190476188
PAK-02,2025-07-14,1,0,7,0,4.0,0.42857142857142855,0.7,3.0,21.0,1.0,-0.9959212315340601,-0.050549,0.24725274725274726,0.2714285714285714
PAK-02,2025-07-15,0,0,7,1,4.2,0.5714285714285714,0.7,4.0,21.0,0.0,-0.6281964691214841,-0.028571,0.24725274725274726,0.12857142857142856
PAK-02,2025-07-16,1,0,7,2,3.5,0.42857142857142855,0.7,3.0,21.0,1.0,-0.9959212315340601,-0.035165,0.26373626373626374,0.2714285714285714
PAK-02,2025-07-17,1,0,7,3,4.3,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,-0.008791,0.26373626373626374,0.16190476190476188
PAK-02,2025-07-18,0,0,7,4,4.3,0.5714285714285714,0.7666666666666667,4.0,23.0,0.0,-0.6281964691214841,0.017582,0.26373626373626374,0.19523809523809532
PAK-02,2025-07-21,1,0,7,0,4.0,0.5714285714285714,0.7333333333333333,4.0,22.0,1.0,-0.6281964691214841,-0.017582,0.26373626373626374,0.16190476190476188
PAK-02,2025-07-22,1,0,7,1,3.5,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,0.008791,0.26373626373626374,0.16190476190476188
PAK-02,2025-07-23,1,0,7,2,4.4,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.035165,0.26373626373626374,0.01904761904761898
PAK-02,2025-07-24,1,0,7,3,4.1,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.028571,0.24725274725274726,0.01904761904761898
PAK-02,2025-07-25,1,0,7,4,4.1,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,0.050549,0.24725274725274726,-0.12380952380952381
PAK-02,2025-07-28,1,0,7,0,3.2,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,0.03956,0.21978021978021978,-0.09047619047619038
PAK-02,2025-07-29,0,0,7,1,4.4,0.8571428571428571,0.7666666666666667,6.0,23.0,0.0,0.10725305570366792,0.057143,0.21978021978021978,-0.09047619047619038
PAK-02,2025-07-30,1,0,7,2,3.4,0.8571428571428571,0.7333333333333333,6.0,22.0,1.0,0.10725305570366792,0.013187,0.21978021978021978,-0.12380952380952381
PAK-02,2025-07-31,1,0,7,3,3.9,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,0.030769,0.21978021978021978,-0.12380952380952381
PAK-02,2025-08-01,0,0,8,4,3.0,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,0.015385,0.18131868131868129,-0.12380952380952381
PAK-02,2025-08-04,0,0,8,0,3.1,0.7142857142857143,0.7,5.0,21.0,1.0,-0.26047170670890796,-0.0,0.21978021978021978,-0.014285714285714346
PAK-02,2025-08-05,1,0,8,1,2.7,0.5714285714285714,0.6666666666666666,4.0,20.0,2.0,-0.6281964691214841,-0.043956,0.21978021978021978,0.09523809523809523
PAK-02,2025-08-06,1,0,8,2,3.0,0.5714285714285714,0.6666666666666666,4.0,20.0,0.0,-0.6281964691214841,-0.026374,0.21978021978021978,0.09523809523809523
PAK-02,2025-08-07,1,0,8,3,2.9,0.5714285714285714,0.6666666666666666,4.0,20.0,0.0,-0.6281964691214841,-0.008791,0.21978021978021978,0.09523809523809523
PAK-02,2025-08-08,1,0,8,4,2.9,0.7142857142857143,0.6666666666666666,5.0,20.0,0.0,-0.26047170670890796,-0.024176,0.18131868131868129,-0.04761904761904767
PAK-02,2025-08-11,1,0,8,0,2.7,0.7142857142857143,0.6666666666666666,5.0,20.0,0.0,-0.26047170670890796,-0.010989,0.18131868131868129,-0.04761904761904767
PAK-02,2025-08-12,1,0,8,1,3.2,0.7142857142857143,0.7,5.0,21.0,0.0,-0.26047170670890796,0.002198,0.18131868131868129,-0.014285714285714346
PAK-02,2025-08-13,1,0,8,2,2.7,0.8571428571428571,0.7,6.0,21.0,0.0,0.10725305570366792,0.015385,0.18131868131868129,-0.15714285714285714
PAK-02,2025-08-14,1,0,8,3,3.1,1.0,0.7,7.0,21.0,0.0,0.47497781811624407,0.028571,0.18131868131868129,-0.30000000000000004
PAK-02,2025-08-15,0,0,8,4,2.4,1.0,0.7333333333333333,7.0,22.0,0.0,0.47497781811624407,0.041758,0.18131868131868129,-0.2666666666666667
PAK-02,2025-08-18,0,0,8,0,2.9,0.8571428571428571,0.7,6.0,21.0,1.0,0.10725305570366792,0.026374,0.21978021978021978,-0.15714285714285714
PAK-02,2025-08-19,0,0,8,1,2.7,0.7142857142857143,0.7,5.0,21.0,2.0,-0.26047170670890796,-0.017582,0.21978021978021978,-0.014285714285714346
PAK-02,2025-08-20,1,0,8,2,3.5,0.5714285714285714,0.6666666666666666,4.0,20.0,3.0,-0.6281964691214841,-0.028571,0.24725274725274726,0.09523809523809523
PAK-02,2025-08-21,1,0,8,3,3.4,0.5714285714285714,0.7,4.0,21.0,0.0,-0.6281964691214841,-0.006593,0.24725274725274726,0.12857142857142856
PAK-02,2025-08-22,1,0,8,4,2.8,0.5714285714285714,0.7,4.0,21.0,0.0,-0.6281964691214841,-0.017582,0.21978021978021978,0.12857142857142856
PAK-02,2025-08-25,1,0,8,0,2.5,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,-0.032967,0.18131868131868129,0.16190476190476188
PAK-02,2025-08-26,1,0,8,1,2.7,0.5714285714285714,0.7333333333333333,4.0,22.0,0.0,-0.6281964691214841,-0.01978,0.18131868131868129,0.16190476190476188
PAK-02,2025-08-27,0,0,8,2,3.3,0.7142857142857143,0.7666666666666667,5.0,23.0,0.0,-0.26047170670890796,-0.006593,0.18131868131868129,0.05238095238095242
PAK-02,2025-08-28,1,0,8,3,3.2,0.7142857142857143,0.7333333333333333,5.0,22.0,1.0,-0.26047170670890796,-0.021978,0.21978021978021978,0.01904761904761898
PAK-02,2025-08-29,0,0,8,4,3.0,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,-0.004396,0.21978021978021978,-0.12380952380952381
PAK-02,2025-09-01,1,0,9,0,2.2,0.7142857142857143,0.7333333333333333,5.0,22.0,1.0,-0.26047170670890796,-0.015385,0.24725274725274726,0.01904761904761898
PAK-02,2025-09-02,1,0,9,1,3.0,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.006593,0.24725274725274726,0.01904761904761898
PAK-02,2025-09-03,1,0,9,2,3.2,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.028571,0.24725274725274726,0.01904761904761898
PAK-02,2025-09-04,0,0,9,3,2.6,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.050549,0.24725274725274726,0.01904761904761898
PAK-02,2025-09-05,0,0,9,4,3.4,0.5714285714285714,0.7,4.0,21.0,1.0,-0.6281964691214841,0.010989,0.24725274725274726,0.12857142857142856
PAK-02,2025-09-08,1,0,9,0,3.3,0.5714285714285714,0.6666666666666666,4.0,20.0,2.0,-0.6281964691214841,-0.028571,0.24725274725274726,0.09523809523809523
PAK-02,2025-09-09,1,0,9,1,2.8,0.5714285714285714,0.6666666666666666,4.0,20.0,0.0,-0.6281964691214841,-0.03956,0.21978021978021978,0.09523809523809523
PAK-02,2025-09-10,1,0,9,2,3.0,0.7142857142857143,0.7,5.0,21.0,0.0,-0.26047170670890796,-0.021978,0.21978021978021978,-0.014285714285714346
PAK-02,2025-09-11,1,0,9,3,2.5,0.7142857142857143,0.7,5.0,21.0,0.0,-0.26047170670890796,-0.004396,0.21978021978021978,-0.014285714285714346
PAK-02,2025-09-12,0,0,9,4,2.9,0.7142857142857143,0.7,5.0,21.0,0.0,-0.26047170670890796,0.013187,0.21978021978021978,-0.014285714285714346
PAK-02,2025-09-15,1,0,9,0,2.9,0.5714285714285714,0.7,4.0,21.0,1.0,-0.6281964691214841,0.002198,0.24725274725274726,0.12857142857142856
PAK-02,2025-09-16,1,0,9,1,2.6,0.7142857142857143,0.7333333333333333,5.0,22.0,0.0,-0.26047170670890796,0.024176,0.24725274725274726,0.01904761904761898
PAK-02,2025-09-17,1,0,9,2,2.5,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,0.013187,0.21978021978021978,-0.12380952380952381
PAK-02,2025-09-18,0,0,9,3,3.0,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,0.030769,0.21978021978021978,-0.12380952380952381
PAK-02,2025-09-19,1,0,9,4,3.0,0.7142857142857143,0.7,5.0,21.0,1.0,-0.26047170670890796,-0.013187,0.21978021978021978,-0.014285714285714346
PAK-02,2025-09-22,1,0,9,0,5.4,0.7142857142857143,0.7,5.0,21.0,0.0,-0.26047170670890796,0.004396,0.21978021978021978,-0.014285714285714346
PAK-02,2025-09-23,1,0,9,1,5.1,0.7142857142857143,0.7,5.0,21.0,0.0,-0.26047170670890796,0.021978,0.21978021978021978,-0.014285714285714346
PAK-02,2025-09-24,1,0,9,2,5.0,0.8571428571428571,0.7,6.0,21.0,0.0,0.10725305570366792,0.03956,0.21978021978021978,-0.15714285714285714
PAK-02,2025-09-25,1,0,9,3,4.8,0.8571428571428571,0.7,6.0,21.0,0.0,0.10725305570366792,0.024176,0.18131868131868129,-0.15714285714285714
PAK-02,2025-09-26,1,0,9,4,4.6,0.8571428571428571,0.7,6.0,21.0,0.0,0.10725305570366792,0.004396,0.13186813186813182,-0.15714285714285714
PAK-02,2025-09-29,0,0,9,0,5.7,0.8571428571428571,0.7333333333333333,6.0,22.0,0.0,0.10725305570366792,0.013187,0.13186813186813182,-0.12380952380952381
